health_status,transportation_mode,extracurricular_activities,class_time,subject_difficulty,previous_attendance,study_hours,sleep_hours,previous_grades,distance,previous_absence_count,attendance_status
Fair,Walking,No,Afternoon,Medium,0.5658806663008037,0.38159676008009974,0.3422557142186309,0.5000033688632931,0.9326684809142757,0.2707133550091747,Absent
Good,Bicycle,No,Evening,Easy,0.3210021571020235,0.30930971252779393,0.2960055730131907,0.7284873316907988,0.9570085689432578,0.11069627441978709,Present
Good,Walking,No,Evening,Medium,0.2577164939375234,0.4192651532648025,0.3047683128855383,0.9371722417504288,0.7522626811470208,0.3548648131190222,Present
Good,Car,No,Evening,Easy,0.1894267577477926,0.31856018125536767,0.3136732073732715,0.7131751944942388,0.5037231652421258,0.23290335256364503,Present
Poor,Bicycle,No,Afternoon,Medium,0.14231164626552661,0.3702133195043139,0.44049278328742325,0.8660959703374274,0.29691451752717724,0.050184405671502334,Absent
Fair,Car,Yes,Evening,Medium,0.6650611560854255,0.2650074362138727,0.47326060115429813,0.7543532385376307,0.34247246079452054,0.06596367554013627,Absent
Good,Walking,Yes,Evening,Medium,0.4661028845462359,0.3471053237275301,0.39217141390514626,0.42632898024300003,0.28967043191714875,0.10223746560452629,Present
Good,Bus,No,Afternoon,Medium,0.49814802314443857,0.42972272215850865,0.2787017591259611,0.6943336348983423,0.4799263876754071,0.07244468403318774,Present
Poor,Walking,Yes,Afternoon,Easy,0.6148822992894324,0.40721532368217617,0.36375685282034603,0.7020375508290831,0.5178404830068726,0.1724622029542773,Present
Poor,Bicycle,No,Morning,Hard,0.4121630844894641,0.44384126994966455,0.3319277584392159,0.547747366593426,0.12481471933913818,0.04620137799290134,Absent
Fair,Walking,No,Morning,Easy,0.34178755846410225,0.337132975296914,0.33198569108598175,0.739016016014305,0.6243340367624379,0.4616758230439721,Absent
Fair,Walking,No,Morning,Hard,0.9238903394796099,0.28180180039317815,0.2845155105795833,0.7414578948796876,0.22854253983708844,0.2712856052496724,Present
Fair,Car,No,Afternoon,Easy,0.20501604001341558,0.35334259287972236,0.2521524456646761,0.5102250508882451,0.7206079027899146,0.43860951398190684,Absent
Poor,Bus,Yes,Evening,Easy,0.10172496101993005,0.4330113790470944,0.29849285849288265,0.7159730372699471,0.5477182614806535,0.2717409910704607,Absent
Good,Bus,Yes,Afternoon,Hard,0.5070343581835259,0.17472066052686608,0.3918590400144505,0.36455953351770815,0.12291207487600299,0.26306309990995225,Present
Poor,Car,Yes,Afternoon,Easy,0.4567650959662863,0.39557266801553514,0.3180623698968283,0.6583428992318227,0.35277210855696856,0.3100516716268025,Absent
Poor,Car,Yes,Morning,Medium,0.2895870027675251,0.24318556865799495,0.38364648072536733,0.07213369091034778,0.04001540696119291,0.046753619142673446,Absent
Good,Bus,Yes,Evening,Hard,0.4815563961111986,0.3544801095183841,0.28490036752784015,0.4325520549073834,0.797325853724562,0.24136560770034046,Present
Good,Bus,Yes,Evening,Medium,0.43540632463822704,0.4552905228599482,0.23634970845346898,0.8367677864915188,0.5537646180250754,0.2355000374071185,Absent
Good,Bus,No,Afternoon,Medium,0.9490944370623542,0.4707457710864381,0.3938928327515257,0.150154155886155,0.11253181794338875,0.23049797227702304,Present
Fair,Walking,No,Evening,Easy,0.7612722608778397,0.28528404889882886,0.355807201979319,0.9033457596133996,0.32398199165228814,0.3152173458240141,Absent
Fair,Car,No,Morning,Hard,0.38325533468492196,0.3997631083867192,0.3075652158690258,0.38515538855733883,0.02607505444460208,0.11551005143723046,Absent
Good,Walking,No,Afternoon,Hard,0.5828557498921758,0.40584494807056504,0.30454530973442157,0.8567328077757645,0.009023322025159907,0.2750276759639643,Absent
Fair,Walking,Yes,Afternoon,Medium,0.4877603303776057,0.287015014278144,0.35224479475049425,0.5518869616626622,0.3503474756629902,0.12201427212637322,Present
Poor,Bicycle,No,Evening,Medium,0.27985546849596493,0.34349395264488075,0.3076061177534021,0.02391662797618675,0.821435040599497,0.25185516557040566,Absent
Good,Walking,No,Afternoon,Easy,0.2330161916156874,0.30971910730372004,0.33220312837033,0.3533970980927455,0.9843338034373555,0.5593877903693195,Absent
Fair,Walking,Yes,Afternoon,Hard,0.7256475111631394,0.5548639295024037,0.34714631886606717,0.7193666323971327,0.2747162037247627,0.15146704623568594,Absent
Good,Walking,Yes,Morning,Hard,0.9480381592527193,0.40375748593358657,0.3774071475236025,0.7400772121595196,0.07797818625442951,0.6038318169577934,Present
Good,Bus,Yes,Morning,Hard,0.763088655769636,0.40161247879004724,0.37971757599077116,0.9480206882042254,0.49848639332044675,0.0933545298206728,Present
Fair,Car,Yes,Morning,Medium,0.38518244208700464,0.34612096954232896,0.3025420529118112,0.9193718708791997,0.15789278344315444,0.13666130844327148,Present
Good,Car,Yes,Afternoon,Hard,0.30230519458253485,0.3785045161921049,0.3057991438188958,0.942171568140018,0.4830994004224934,0.3497968447125909,Present
Fair,Car,No,Evening,Medium,0.7824059410796327,0.32512002039799465,0.36434289555061283,0.7361277592619574,0.6950984296942702,0.2353908181158571,Absent
Fair,Car,No,Afternoon,Medium,0.4898301460649727,0.391291527385685,0.3197935115563642,0.9829341992705467,0.15824280410900243,0.1851861638230654,Present
Poor,Bus,No,Afternoon,Hard,0.5054105491301937,0.19723227283291514,0.34477558457951696,0.7540255165690102,0.005998440131671621,0.24916462602061165,Present
Good,Car,Yes,Evening,Hard,0.34040599405013955,0.36417556220924924,0.2560401990821117,0.7423384362434442,0.6316302062973519,0.12747634669544622,Present
Fair,Bus,Yes,Morning,Medium,0.5210838790116881,0.3994893367972775,0.4126456525615211,0.8202561002761948,0.46686321222949,0.044016668267843596,Absent
Poor,Walking,Yes,Afternoon,Hard,0.13574964803320055,0.6178562173991662,0.3282451766607703,0.3309969881697444,0.22895930054885608,0.12295148887068108,Absent
Poor,Bus,No,Afternoon,Hard,0.46126809222312354,0.2995709436505747,0.2774972605088407,0.8317012930798654,0.025992911919485738,0.019998121276299807,Absent
Good,Car,Yes,Evening,Hard,0.7884612122227019,0.24320117344397327,0.298437943187965,0.506750482065399,0.25124152681816375,0.8532892400037816,Present
Fair,Walking,No,Afternoon,Easy,0.5176240674287255,0.3835850587278226,0.2829992033938123,0.8919650684385836,0.12879646176720014,0.13906731615472165,Present
Good,Bus,No,Evening,Easy,0.28095870853556165,0.2730708894756896,0.40599760029571497,0.4356805020774614,0.1641841592392915,0.20586810332563,Present
Poor,Car,No,Afternoon,Hard,0.6012901400419416,0.4097155787086248,0.31097720479168245,0.7667651054716803,0.7860411839668235,0.26556024981560394,Absent
Poor,Walking,No,Morning,Easy,0.4299031674008502,0.35234461985664756,0.3247820775280957,0.5125522779103926,0.31319928010781484,0.04110371892167498,Absent
Poor,Bus,Yes,Afternoon,Hard,0.855540433473044,0.4820298374508965,0.27621316757791947,0.7650595296830864,0.17408087525190666,0.04303152171839142,Absent
Good,Walking,Yes,Morning,Medium,0.17203308819492913,0.532099578954071,0.37042855034450584,0.44675353957674546,0.5973218405435674,0.32901200129378094,Absent
Good,Bicycle,No,Afternoon,Easy,0.40458613241700137,0.5530334564354411,0.39710900656224274,0.665631668811583,0.17453493418841387,0.25330132192815225,Present
Good,Car,No,Afternoon,Medium,0.6533810784307836,0.43992281929393273,0.24872538649000836,0.38894219514436884,0.6160437643480908,0.2921571261060825,Present
Poor,Bus,Yes,Afternoon,Medium,0.7048211796596074,0.5274428426687582,0.23454012705113786,0.604035679366907,0.8245034475632299,0.06363279174884136,Present
Poor,Car,Yes,Evening,Easy,0.617410544781094,0.5171810143273845,0.33115403294752105,0.7156751917100602,0.03165684805157467,0.005288943711624773,Present
Fair,Walking,Yes,Evening,Hard,0.6138386446923649,0.3776527494763061,0.24920767645165842,0.33579126503594575,0.4483294327591768,0.4793613936517254,Absent
Fair,Car,Yes,Afternoon,Medium,0.13174535263381748,0.6441221722471915,0.4096482048013691,0.4885733487543281,0.35311229346341927,0.1728958618236495,Absent
Poor,Bus,Yes,Evening,Medium,0.570938256118391,0.25237374559982206,0.38853308146588306,0.7776100543058017,0.6508217970499934,0.4070534170968285,Absent
Poor,Bicycle,No,Afternoon,Medium,0.3190072684044474,0.40210927478505876,0.28468923339763946,0.9893861254524249,0.219911602241602,0.6928688841128706,Absent
Good,Walking,Yes,Morning,Easy,0.691161879620461,0.4195076925422602,0.3020418082470396,0.5801540243484054,0.32510199258351236,0.019134564242385004,Present
Fair,Car,No,Morning,Hard,0.6568344950216716,0.5199299572921586,0.3853355212143659,0.8179073338329549,0.5123649689710079,0.43715503841963527,Absent
Fair,Bus,Yes,Morning,Easy,0.4370166534538474,0.5135947845943822,0.4248943646329353,0.6945958154878636,0.5235652098634008,0.22628378972943117,Present
Fair,Bus,No,Afternoon,Hard,0.550612627811257,0.40693371617153484,0.39119681721189453,0.6687364958020874,0.06793797155782547,0.08680519270996163,Present
Poor,Bicycle,No,Afternoon,Hard,0.10903429036346744,0.6365407771999974,0.4047515154867919,0.5059226116932055,0.41768475817939066,0.30279467669541343,Absent
Good,Walking,Yes,Morning,Easy,0.5778914984572866,0.4853165306413192,0.3972967503919158,0.7734353773714717,0.6483199435956506,0.35103589210798475,Present
Poor,Car,Yes,Evening,Hard,0.5638540385467231,0.40756735406133865,0.27910442547614206,0.2179335781395138,0.33148817070308745,0.7218545627168191,Absent
Good,Car,No,Afternoon,Easy,0.28500955983894416,0.39389024919941323,0.3321515486660641,0.8691756362474098,0.1316160244982852,0.5004805559026468,Present
Poor,Walking,No,Evening,Hard,0.10653290310903799,0.5171167632706147,0.3788936136105569,0.7394850703945185,0.2793653112275177,0.07607995193682712,Absent
Good,Walking,Yes,Morning,Easy,0.319432197846067,0.49588163064676727,0.3071651192488377,0.3983111410372408,0.15385724689163913,0.19328653961728087,Present
Good,Bicycle,Yes,Morning,Hard,0.5010783693665695,0.2573981882879548,0.32713012681066034,0.8446080885107639,0.45046930019268544,0.0783735698268266,Present
Fair,Walking,Yes,Evening,Easy,0.39024649603584155,0.3816471827842847,0.32663848464019346,0.7630056959766375,0.44206987216040766,0.031085642383183898,Present
Poor,Car,Yes,Evening,Easy,0.8008371825052734,0.3735454101295278,0.37050136192530586,0.9400158332884043,0.2884938667525119,0.6830712954642326,Present
Poor,Car,Yes,Afternoon,Easy,0.4911789852389703,0.22069236020876104,0.25855476967441365,0.9691348933775769,0.5251796838064294,0.3292760901839751,Absent
Poor,Bus,No,Evening,Hard,0.5714866450189626,0.350843806098107,0.3537316742783396,0.4287131494744799,0.13421461510784957,0.4155560738153726,Absent
Good,Walking,No,Afternoon,Easy,0.7394890316182211,0.4824102896855706,0.3186114510438183,0.4398583772942888,0.6667127163359355,0.14618263660524441,Present
Good,Car,Yes,Afternoon,Easy,0.30443428075377943,0.3249270392994401,0.3672293199236565,0.9918775159694159,0.5053440975115379,0.28849772182331707,Absent
Fair,Walking,No,Morning,Medium,0.7803722113077953,0.2862967116852513,0.3085840871101122,0.23851272384863628,0.42716021258510517,0.8623893703842533,Absent
Fair,Bus,Yes,Evening,Easy,0.4381252086305975,0.18931108853739192,0.31008584832287256,0.6086189559875603,0.11637647647000017,0.20991472740651423,Absent
Poor,Bicycle,No,Evening,Medium,0.822470382676776,0.4509683077242329,0.24641193633359165,0.6311544739316569,0.6976005369746497,0.3447643040487396,Absent
Good,Bicycle,No,Evening,Hard,0.45565740741004634,0.5302590396786232,0.2732914427361105,0.3587411578057317,0.7928550910093408,0.29891388779372324,Present
Good,Walking,No,Afternoon,Medium,0.32334522584442693,0.3368597444433442,0.3171473795593468,0.875287877454165,0.6890395808239284,0.3863875287564511,Present
Good,Walking,No,Afternoon,Easy,0.5664418968939883,0.376219296257406,0.4046501552221602,0.8314237743527961,0.23792154984191494,0.20056726242901615,Present
Fair,Bicycle,No,Morning,Easy,0.4464998528310423,0.21962495159075038,0.3186528766931038,0.7311549186259941,0.23294858004133273,0.31132620958237894,Absent
Good,Car,No,Afternoon,Hard,0.2922232711120872,0.2835949367594175,0.3342797351972263,0.9993503177213673,0.21705350426631503,0.0186208466083401,Present
Poor,Car,Yes,Afternoon,Medium,0.34756033308921763,0.5434309669352076,0.3176332018051791,0.32596637042613413,0.22963712699636532,0.23648911611970286,Absent
Poor,Car,No,Evening,Hard,0.8017191301840881,0.3903239896813111,0.31659304303791186,0.7334557198061414,0.06483580799061998,0.010467185433027696,Present
Fair,Car,Yes,Evening,Medium,0.6020141079003342,0.42680504275897535,0.28972366587447396,0.5738243955937931,0.34258714031835447,0.0001373579732812911,Absent
Good,Bus,No,Evening,Hard,0.6626811704908641,0.34840946868676603,0.30500637847945744,0.9308138666973886,0.059062664022148645,0.31568070384802704,Present
Poor,Car,Yes,Morning,Medium,0.2595352659190584,0.31320775372488463,0.3052904988466544,0.37568362713079284,0.011257992557513485,0.20013393118487507,Absent
Fair,Walking,Yes,Evening,Easy,0.6500121464503291,0.4335968173440577,0.31727619616773295,0.48785118880304423,0.0789761297572488,0.177377797707665,Absent
Good,Bus,No,Afternoon,Easy,0.7579581184257499,0.6387967705524733,0.33585621080749256,0.7346863987474596,0.19845587768673714,0.15502518554239966,Present
Good,Car,No,Evening,Easy,0.6850480938387882,0.2629973372635571,0.3349913157549884,0.681542436852643,0.1677038509622107,0.41318106436941027,Present
Poor,Bus,No,Afternoon,Medium,0.388831225873127,0.5255349780288475,0.30798626815745983,0.6911920496276933,0.23236641880671005,0.02608888807095326,Absent
Poor,Bicycle,No,Evening,Easy,0.645177195805792,0.5197168027247854,0.2584322576472787,0.9569753404105733,0.6496474947007685,0.1036140305258898,Absent
Poor,Car,Yes,Morning,Hard,0.9538676092990253,0.6324698914323418,0.28358900163259915,0.9853558406644181,0.12864283395872045,0.03865472268140269,Present
Poor,Car,Yes,Evening,Easy,0.5126412017828089,0.4505557853215008,0.2987041991157699,0.8032492787655183,0.005244877953876716,0.2675415395786473,Absent
Good,Bus,Yes,Morning,Easy,0.4777164924873322,0.23050265614833876,0.28338143784090064,0.960715205553218,0.08965904965837225,0.18538365241572707,Present
Fair,Car,No,Afternoon,Hard,0.06833451499103059,0.3996195866329201,0.33390037092394287,0.9382510012461297,0.5734447353202327,0.0911336342969536,Absent
Poor,Car,Yes,Afternoon,Hard,0.4272547413000051,0.5879874549421008,0.4858840564604024,0.8058491970173752,0.5271308187956864,0.3725393986952056,Present
Poor,Walking,No,Evening,Hard,0.3798740880583625,0.49784578056665507,0.1777671730378419,0.19841599699985402,0.1159855912224431,0.023649970502688668,Present
Poor,Bus,No,Afternoon,Medium,0.1407911922945284,0.5071515935581039,0.3455236377090376,0.6228419989756847,0.5968644792566211,0.30788406544954167,Absent
Fair,Walking,Yes,Evening,Medium,0.2707550016315828,0.47549587661419646,0.37165897156350913,0.6473229224229765,0.1708871563229935,0.3117172871576663,Absent
Fair,Car,No,Evening,Medium,0.1739437959214352,0.3717874223066089,0.33721550097175396,0.45381262226789004,0.846988062277529,0.05184638255066005,Absent
Fair,Walking,Yes,Afternoon,Medium,0.4284541429531378,0.3450210640361967,0.2862092587676853,0.519504723131436,0.11512378268756074,0.31230005054010257,Absent
Poor,Bus,Yes,Evening,Medium,0.23710104049170255,0.4767479344554131,0.4052531019304165,0.8059145866361975,0.6031041251863982,0.629046403188057,Absent
Poor,Bicycle,Yes,Afternoon,Easy,0.35802005690752436,0.2493474741960885,0.2772005094036578,0.9063296081305283,0.6983148180957798,0.3463459114664369,Absent
Good,Bus,No,Evening,Easy,0.6358474473502761,0.31392431982981805,0.32253192521751795,0.8454521304484062,0.33738700052148407,0.15063532060774035,Present
Fair,Car,No,Morning,Easy,0.5488959566318938,0.3334306535106453,0.2292549383746696,0.9005123264216848,0.4794706113875207,0.3268965112685688,Absent
Good,Bus,No,Morning,Hard,0.1502994273705999,0.5693547133413672,0.28724522627953974,0.25282998951928454,0.7407392527507309,0.0822916648849796,Present
Good,Car,Yes,Evening,Easy,0.5047631096819594,0.49540851021566285,0.36831942382862,0.4464065321847194,0.13232112268446306,0.3120430190756777,Present
Fair,Bus,Yes,Evening,Easy,0.21427202548851296,0.16150944910494178,0.33627742933255744,0.16085283625028493,0.25782961762958684,0.2998591417916216,Absent
Poor,Walking,Yes,Morning,Easy,0.3913375845477976,0.4707231373804277,0.24394612395197654,0.923095687614078,0.0011619450879762191,0.46789101659032145,Present
Good,Car,No,Evening,Hard,0.41807635397103926,0.2600318495267314,0.3797279117870811,0.9536310663311124,0.5680326486164514,0.002895976434151159,Present
Fair,Bicycle,No,Morning,Easy,0.9459974594404231,0.19504854838116747,0.3722227936035833,0.813542445011596,0.42315887708722894,0.6140072609111104,Absent
Fair,Walking,Yes,Evening,Hard,0.09075940245771559,0.382048542512752,0.399596044383996,0.8380495684329954,0.553891932322781,0.03308012323509588,Present
Fair,Bicycle,Yes,Evening,Medium,0.30108150065842726,0.2803334407715604,0.4077599267073671,0.9261474371521207,0.6430335392782823,0.3777038433000677,Absent
Fair,Car,No,Morning,Medium,0.7285468805555771,0.1619260894476503,0.39372201139244517,0.6977021953496585,0.14713358445235836,0.4058624442204821,Absent
Fair,Car,No,Morning,Hard,0.5748717335528014,0.5750925941927144,0.2955444101139105,0.12686479703582534,0.713863086702425,0.18062490108454768,Absent
Fair,Car,Yes,Afternoon,Hard,0.8714302835855897,0.403218508703684,0.35155114790054465,0.17426778070617097,0.5744909154178345,0.22036663069645795,Present
Poor,Walking,No,Afternoon,Easy,0.6649435882785198,0.4826403317330525,0.3866402348587404,0.5971657884775301,0.42246863079449004,0.05583343509902735,Present
Good,Bus,Yes,Evening,Easy,0.37375621722162505,0.469593210094085,0.2239956392439913,0.1675880320237679,0.21874262559291144,0.08127164184081305,Present
Fair,Car,No,Evening,Hard,0.32341308587393014,0.4151407390624778,0.2696988814295941,0.9977435111113016,0.5990364837374048,0.19198454875287443,Present
Poor,Car,Yes,Afternoon,Easy,0.3735595069567692,0.3197800591964821,0.31047956308597646,0.6755513924249268,0.06128401088998926,0.042219622711577184,Present
Fair,Walking,Yes,Morning,Easy,0.7883991891116665,0.3741991463802391,0.3119138081953307,0.8347910136830073,0.062189515962349805,0.16086993178557082,Present
Fair,Bus,Yes,Morning,Hard,0.3757860755549277,0.3077811094568373,0.2895054950455296,0.6872042156963117,0.46445730260478046,0.12270144497845309,Absent
Poor,Bus,No,Afternoon,Hard,0.319925352663655,0.4008788442632072,0.3807610445907153,0.8002205255639152,0.04631099822551451,0.21985731870970765,Absent
Fair,Bus,Yes,Afternoon,Easy,0.7813962164871724,0.4734476745001218,0.388943296851847,0.6262867292795936,0.466281214477214,0.07349807410603905,Absent
Fair,Walking,Yes,Evening,Hard,0.38521263713065773,0.4530683123010048,0.3089321596114779,0.6952800732481729,0.26293364367628924,0.1061239421249339,Absent
Fair,Car,No,Afternoon,Hard,0.6318217363969617,0.354014073768486,0.4509388889656732,0.9687645177081332,0.30442180397414853,0.006672119872448331,Present
Good,Bus,Yes,Afternoon,Medium,0.3630708752208576,0.3856340470102882,0.3725795522946599,0.8192323867107543,0.2506173674680376,0.10936379125823484,Present
Poor,Bus,No,Morning,Easy,0.610053453746075,0.49360561679360165,0.2880749691808024,0.6452926139297084,0.38518323198309845,0.260140206518938,Absent
Poor,Walking,Yes,Morning,Easy,0.5546720689761168,0.5833896546024375,0.37266744886700737,0.5047267393007691,0.3964712038725121,0.11150254251287722,Absent
Good,Car,No,Morning,Medium,0.2736357123505811,0.3313461246846231,0.31939551650397874,0.5792546169221292,0.1695613353893019,0.011162056630705759,Present
Good,Bicycle,Yes,Morning,Easy,0.6359635352003497,0.36282209884765115,0.19740859684775255,0.7964239603586771,0.6356005837691957,0.04141391593321767,Present
Poor,Walking,Yes,Afternoon,Hard,0.5658887152983609,0.4833157766629435,0.3986135658303996,0.5584745449338139,0.3368963966071612,0.2900218289085071,Present
Good,Bicycle,No,Evening,Medium,0.45830235093098903,0.4872153105684055,0.3820028945396695,0.5979729798399095,0.22582860977290142,0.07033869297055141,Absent
Poor,Bus,Yes,Morning,Hard,0.32825692592411765,0.4203359459998768,0.32755850820331484,0.752831556147642,0.2984463078510485,0.6598509126905681,Absent
Fair,Bus,No,Morning,Medium,0.25716264507359343,0.2535025253895111,0.31648143004321044,0.5687772819825013,0.8134666046756202,0.35797413507585296,Absent
Fair,Bicycle,No,Morning,Medium,0.639995312740391,0.31821081578614946,0.28096059957932207,0.5788039948536748,0.10870021388217277,0.2731861605196424,Absent
Poor,Car,Yes,Afternoon,Hard,0.3097500470068247,0.48070464166066873,0.352561300806805,0.5564912523882162,0.2650703710377759,0.3681639919622319,Absent
Good,Bus,Yes,Afternoon,Easy,0.17339075545959662,0.296200864501077,0.33632296095303454,0.9969638727099592,0.26804456674619587,0.17727240704984637,Present
Good,Car,No,Afternoon,Hard,0.6180541610748902,0.35302355356628634,0.40418719551018534,0.300647975810779,0.3962520636216687,0.34610450554736477,Present
Poor,Car,Yes,Morning,Medium,0.34976409711822504,0.40567416832968195,0.3684984365667612,0.4628601398593049,0.5595896738660026,0.2803601127708541,Absent
Good,Car,No,Morning,Medium,0.8438393475371542,0.5164060152585938,0.30446957503512107,0.2697679066538085,0.09525616537334289,0.11382386668858294,Present
Good,Car,No,Afternoon,Easy,0.1039232217181288,0.1649544147375639,0.2902014813074751,0.9455012790884003,0.3365299939627991,0.3605780498262603,Present
Fair,Car,Yes,Morning,Hard,0.5656542797704485,0.387346742025294,0.3022356948699482,0.39928827592897836,0.20755016277246527,0.16052185868343438,Present
Poor,Bus,Yes,Evening,Hard,0.8828658578002092,0.4724591778723123,0.3107253379543821,0.7927831016473277,0.8897311315485328,0.25012701442761115,Absent
Fair,Car,No,Evening,Medium,0.9208702595119446,0.36847336660837443,0.3566391604661312,0.7188504393971337,0.47257593427516864,0.27780523194200646,Present
Poor,Car,No,Afternoon,Hard,0.8121762295920545,0.49198715159544304,0.4283458481254127,0.2154246257673697,0.6160773187082429,0.1529203980026541,Absent
Good,Bicycle,No,Evening,Easy,0.3947752038680594,0.4678728069279419,0.3090518277239383,0.9178178849170864,0.23712084527050098,0.25944623313852155,Present
Poor,Car,Yes,Afternoon,Medium,0.5811967403388727,0.4695165248330141,0.4161537358823125,0.3165557345420435,0.03878873171423495,0.3613838770434344,Present
Fair,Car,Yes,Evening,Easy,0.7822516653606242,0.3402521141975597,0.38827974475720645,0.564202442490067,0.345065682000931,0.06037774725964808,Present
Fair,Bicycle,No,Evening,Hard,0.2790527682571625,0.34938109389146643,0.36649096811338155,0.7982206522207275,0.3446966711742963,0.7379273610427511,Absent
Good,Bicycle,Yes,Morning,Hard,0.6924346605173869,0.4714745649888945,0.32138125212731694,0.4960883836680057,0.41773202581897523,0.16122843311578183,Present
